"","GRCI","RVI2","RVI3","DFI","SRI","NDSVI","IPVI","TCARI","SMO"
"1",0.207540542689009,0.639634962679909,1.51364791094077,14.4669850409869,1.58204935607097,0.332973994230369,0.601099707863253,0.204569500952665,25.1
"2",0.186046882041726,0.705924420364184,1.5459079503384,10.8088832869926,1.38217308425219,0.381784289484852,0.614740131406119,0.164586303530173,18.93
"3",0.21823809258776,0.645927890033802,1.67001033764011,19.3147256308167,1.35530041393941,0.290148795079583,0.616709832969222,0.137189905273548,23.82
"4",0.180206110749964,0.737305991945922,1.53317703232599,17.1297268063817,1.43392074099278,0.391663311025902,0.625503734266133,0.15923057763232,23.23
"5",0.202621790681023,0.68211773114787,1.50876093302939,12.6548632279119,1.39256031667392,0.288119094633243,0.582568933256149,0.161606435240312,27.29
"6",0.203585370343986,0.709939498293898,1.42668474294087,10.30986637275,1.50357797917813,0.370071359429027,0.595191741453198,0.135274082657832,21.44
"7",0.210425789575648,0.667025076568003,1.45490761262703,16.4372150956831,1.59786104762217,0.303618548995991,0.588377650631879,0.119560561352999,29.99
"8",0.250481228321437,0.637681703210958,1.50963997844773,11.2192264711096,1.47269493297475,0.329097501202796,0.57467439249895,0.128462773249404,26.82
"9",0.176291360884821,0.694829028196985,1.43845574583083,10.0623636436782,1.66802727491129,0.352486413670308,0.601109020708778,0.144997856312156,21.43
"10",0.214352406528073,0.663584086786447,1.5605060331395,19.783731357676,1.60532657458116,0.27248687322956,0.579589554000212,0.205525250014769,28.03
"11",0.203617049212247,0.626487892834821,1.52531453400198,19.5605341429069,1.50395898012439,0.346703110406991,0.612779490837137,0.196769457972894,23.53
"12",0.185303775720145,0.675332313390432,1.45559786722032,14.0292728079863,1.39639701284152,0.322751240397689,0.582733633317163,0.172325189920448,24.07
"13",0.150923089308242,0.741162341170578,1.35345995676505,10.6819118412289,1.43572876583055,0.339369235001073,0.58960211873288,0.119616073473525,17.39
"14",0.185301715755134,0.674303282659754,1.45604887125881,18.8117120011216,1.42380559352178,0.271921471891734,0.58763695725856,0.169452829319063,23.12
"15",0.143063680770243,0.791934580168343,1.33504866573175,13.1889613670373,1.60560948225332,0.321776647605169,0.615733549156075,0.186019705350235,19.13
"16",0.181883832678843,0.703384963132446,1.44386706300502,13.7175300500503,1.30961508765297,0.273872842244418,0.566768674941881,0.133547359023345,26.88
"17",0.167722037564127,0.737799569659928,1.40338715457187,11.0332258654693,1.35747128116425,0.322750908546962,0.575963854301211,0.119631083252893,21.61
"18",0.172606440306595,0.690199318197608,1.41698655428001,16.0562309590283,1.30757762611991,0.282744164722935,0.566655421390416,0.12355195665677,29.1
"19",0.201910647653964,0.677965805401952,1.50640842537185,10.3443990955344,1.27638242125436,0.318608746367816,0.560669991163792,0.113036317409548,26.61
"20",0.17552876486624,0.716268121985759,1.42476010755153,12.4385792240042,1.42769851004152,0.313960981605193,0.588152725545467,0.144005596789562,18.4
"21",0.199569671791403,0.680904750541245,1.49863865296059,19.2818714297101,1.31433154033883,0.268053827329516,0.567635848619058,0.145028650565375,28
"22",0.181378516176421,0.673339160861183,1.4423451350374,17.406166736825,1.44833174713569,0.307089569800083,0.591547818089395,0.188964382422525,19.92
"23",0.177624490326444,0.687014139129481,1.43216257872019,10.0943772415545,1.33883913951444,0.32177402146469,0.572509375387652,0.151870612716325,23.27
"24",0.145781123328983,0.777847793868249,1.34082191437375,15.0680357915725,1.29979899006875,0.291500048720691,0.565177715050152,0.099162511150263,15.72
"25",0.177474830407715,0.704815482522111,1.43211062425985,19.8435823566807,1.32124580307771,0.256334040520455,0.569093943568427,0.132297849195948,22.39
"26",0.155759160575282,0.803625140435782,1.36916982505824,10.4374279722823,1.55882247444797,0.341286185368096,0.608860020641436,0.162578304044877,20.87
"27",0.173064078703768,0.708236219297149,1.41841673080064,12.6547861230274,1.24512382310884,0.271721305750363,0.554567688323788,0.0991502867803977,23.98
"28",0.155033512248952,0.742896020665553,1.36672695393265,10.2201440934426,1.36525588928689,0.318843103967937,0.576896056380189,0.125459868295729,16.06
"29",0.156968188104346,0.711177661601933,1.37251891078346,13.3126479887586,1.26857700075551,0.282684884117645,0.558828507790433,0.104017547545239,23.59
"30",0.229715246589503,0.645982736506277,1.59661492209451,9.15486535276582,1.25876111290466,0.330811988386519,0.557252184976356,0.0961603790602701,20.29
"31",0.146849516397227,0.743906656993175,1.34422066891007,9.90771627484066,1.37597550934614,0.281498088471998,0.579349619592895,0.144038838556746,17.63
"32",0.178094252950051,0.694098407448644,1.4333405418839,15.0178056089481,1.27249589720807,0.262228434288622,0.559690107005836,0.126214557905513,26.27
"33",0.19115747066715,0.666492910820921,1.47363347867818,14.5615794106403,1.39358441599739,0.320803868558534,0.582276753288687,0.168433779475484,18.57
