"","RVI2","GRCI","TCARI","RVI3","SRI","DFI","NDI5","IPVI","NDF"
"1",0.639634962679909,0.207540542689009,0.204569500952665,1.51364791094077,1.58204935607097,14.4669850409869,-0.14358666853486,0.601099707863253,71.5
"2",0.705924420364184,0.186046882041726,0.164586303530173,1.5459079503384,1.38217308425219,10.8088832869926,-0.166864934580404,0.614740131406119,76.5
"3",0.645927890033802,0.21823809258776,0.137189905273548,1.67001033764011,1.35530041393941,19.3147256308167,-0.0634737615238246,0.616709832969222,79.76
"4",0.737305991945922,0.180206110749964,0.15923057763232,1.53317703232599,1.43392074099278,17.1297268063817,-0.149386344851499,0.625503734266133,81.52
"5",0.68211773114787,0.202621790681023,0.161606435240312,1.50876093302939,1.39256031667392,12.6548632279119,-0.131366777252176,0.582568933256149,74.95
"6",0.709939498293898,0.203585370343986,0.135274082657832,1.42668474294087,1.50357797917813,10.30986637275,-0.17858346380723,0.595191741453198,80.05
"7",0.667025076568003,0.210425789575648,0.119560561352999,1.45490761262703,1.59786104762217,16.4372150956831,-0.129909681266927,0.588377650631879,70.25
"8",0.637681703210958,0.250481228321437,0.128462773249404,1.50963997844773,1.47269493297475,11.2192264711096,-0.186036315172452,0.57467439249895,76.32
"9",0.694829028196985,0.176291360884821,0.144997856312156,1.43845574583083,1.66802727491129,10.0623636436782,-0.156727382371125,0.601109020708778,82.43
"10",0.663584086786447,0.214352406528073,0.205525250014769,1.5605060331395,1.60532657458116,19.783731357676,-0.120162681146063,0.579589554000212,73.5
"11",0.626487892834821,0.203617049212247,0.196769457972894,1.52531453400198,1.50395898012439,19.5605341429069,-0.133740971461932,0.612779490837137,71.6
"12",0.675332313390432,0.185303775720145,0.172325189920448,1.45559786722032,1.39639701284152,14.0292728079863,-0.167742100662117,0.582733633317163,72.21
"13",0.741162341170578,0.150923089308242,0.119616073473525,1.35345995676505,1.43572876583055,10.6819118412289,-0.174818516425817,0.58960211873288,78.07
"14",0.674303282659754,0.185301715755134,0.169452829319063,1.45604887125881,1.42380559352178,18.8117120011216,-0.103029414945865,0.58763695725856,82.36
"15",0.791934580168343,0.143063680770243,0.186019705350235,1.33504866573175,1.60560948225332,13.1889613670373,-0.0966685324317346,0.615733549156075,80.32
"16",0.703384963132446,0.181883832678843,0.133547359023345,1.44386706300502,1.30961508765297,13.7175300500503,-0.144780362813234,0.566768674941881,75.78
"17",0.737799569659928,0.167722037564127,0.119631083252893,1.40338715457187,1.35747128116425,11.0332258654693,-0.1723665782915,0.575963854301211,80.46
"18",0.690199318197608,0.172606440306595,0.12355195665677,1.41698655428001,1.30757762611991,16.0562309590283,-0.154783418355659,0.566655421390416,71.85
"19",0.677965805401952,0.201910647653964,0.113036317409548,1.50640842537185,1.27638242125436,10.3443990955344,-0.204841629571219,0.560669991163792,77.88
"20",0.716268121985759,0.17552876486624,0.144005596789562,1.42476010755153,1.42769851004152,12.4385792240042,-0.144060069654406,0.588152725545467,86.88
"21",0.680904750541245,0.199569671791403,0.145028650565375,1.49863865296059,1.31433154033883,19.2818714297101,-0.137452678467684,0.567635848619058,73.86
"22",0.673339160861183,0.181378516176421,0.188964382422525,1.4423451350374,1.44833174713569,17.406166736825,-0.13135567379439,0.591547818089395,76.23
"23",0.687014139129481,0.177624490326444,0.151870612716325,1.43216257872019,1.33883913951444,10.0943772415545,-0.185036809365144,0.572509375387652,73.86
"24",0.777847793868249,0.145781123328983,0.099162511150263,1.34082191437375,1.29979899006875,15.0680357915725,-0.16942277766392,0.565177715050152,79.98
"25",0.704815482522111,0.177474830407715,0.132297849195948,1.43211062425985,1.32124580307771,19.8435823566807,-0.121591550180262,0.569093943568427,83.13
"26",0.803625140435782,0.155759160575282,0.162578304044877,1.36916982505824,1.55882247444797,10.4374279722823,-0.126011819467236,0.608860020641436,81.63
"27",0.708236219297149,0.173064078703768,0.0991502867803977,1.41841673080064,1.24512382310884,12.6547861230274,-0.166253836792671,0.554567688323788,80.12
"28",0.742896020665553,0.155033512248952,0.125459868295729,1.36672695393265,1.36525588928689,10.2201440934426,-0.169440882828899,0.576896056380189,84.64
"29",0.711177661601933,0.156968188104346,0.104017547545239,1.37251891078346,1.26857700075551,13.3126479887586,-0.168462143586579,0.558828507790433,77.72
"30",0.645982736506277,0.229715246589503,0.0961603790602701,1.59661492209451,1.25876111290466,9.15486535276582,-0.225329462021403,0.557252184976356,80.3
"31",0.743906656993175,0.146849516397227,0.144038838556746,1.34422066891007,1.37597550934614,9.90771627484066,-0.130331718934706,0.579349619592895,88.17
"32",0.694098407448644,0.178094252950051,0.126214557905513,1.4333405418839,1.27249589720807,15.0178056089481,-0.14622947163658,0.559690107005836,76.27
"33",0.666492910820921,0.19115747066715,0.168433779475484,1.47363347867818,1.39358441599739,14.5615794106403,-0.164553966927881,0.582276753288687,77.63
