DFI,BNDVI,CRC,GNDVI,GRCI,IPVI,NDI5,NDI7,NDSVI,NDTI,NDVI,RVI2,RVI3,SNDVI,SRI,TCARI,VIgreen,MS,MM,MAT,CBW,NDF,ADF,ADL,SMO,SMS,Site,Mission
19.560534142906864,0.5849971406573861,0.53609314755154,0.43263559362112236,0.2036170492122469,0.6127794908371371,-0.13374097146193156,0.051688595581661965,0.34670311040699114,0.185106580772331,0.22555898167427402,0.6264878928348212,1.5253145340019771,0.20219460307434264,1.5039589801243947,0.19676945797289375,-0.2202327795163179,88.8,16.51,14.01,18.88,29.15,19.83,8.54,63.45,74.52,C1L5,1
14.0292728079863,0.5046445156960975,0.4897294329674326,0.3503043849720052,0.1853037757201447,0.5827336333171627,-0.16774210066211706,-0.059055092715928195,0.3227512403976887,0.10964993424327592,0.16546726663432534,0.6753323133904315,1.4555978672203214,0.16546611123066968,1.3963970128415213,0.1723251899204477,-0.19360775241331268,89.29,17.24,17.89,18.83,33.48,23.17,10.06,65.59,68.25,Dahra,2
10.681911841228871,0.4482999883131425,0.46728373417431074,0.3212179194209956,0.15092308930824203,0.5896021187328802,-0.17481851642581744,-0.09465363325835968,0.3393692350010733,0.08250511576105031,0.1792042374657603,0.741162341170578,1.3534599567650454,0.1792049241237266,1.4357287658305513,0.11961607347352539,-0.1489490005729587,91.46,8.6,9.6,22.13,51.12,35.42,15.73,34.84,41.65,C5L2,2
18.811712001121624,0.5083258359616031,0.44438210866267036,0.3579618684343284,0.18530171575513366,0.58763695725856,-0.10302941494586525,0.055677671930451894,0.2719214718917342,0.1557169374323552,0.17527391451712,0.6743032826597541,1.4560488712588056,0.17526957491743572,1.4238055935217822,0.16945282931906328,-0.1945753831229169,91.04,8.81,12.35,22.86,43.9,29.48,12.35,49.52,55.72,C5L1,2
13.18896136703727,0.45752477327212904,0.42728513415626307,0.337411134980917,0.1430636807702432,0.6157335491560754,-0.09666853243173464,0.01858543945868527,0.3217766476051692,0.12168869160607024,0.23146709831215062,0.791934580168343,1.3350486657317482,0.2314647773761634,1.605609482253318,0.18601970535023538,-0.11667619221862231,90.58,11.07,11.18,21.9,38.67,29.54,11.24,58.55,62.75,C4L8,2
13.717530050050277,0.45728040912546025,0.4272920270258548,0.30051942400308806,0.1818838326788434,0.5667686749418808,-0.14478036281323428,-0.046360610447045036,0.2738728422444181,0.0993486757966517,0.1335373498837621,0.7033849631324461,1.4438670630050214,0.1335342253112244,1.3096150876529666,0.13354735902334508,-0.17395070900412699,91.04,7.97,11.74,27.95,50.85,35.24,13.7,43.31,48.68,C4L3,2
11.03322586546928,0.44187203349029985,0.45164528611027555,0.2973710728651117,0.16772203756412749,0.5759638543012112,-0.1723665782915,-0.09081858612449117,0.3227509085469619,0.08055893652014424,0.15192770860242244,0.7377995696599284,1.4033871545718664,0.15192785411184137,1.357471281164253,0.11963108325289339,-0.15113864859348636,91.82,14.75,11.05,22.85,49.7,29.23,11.14,47.97,52.07,C3L6,2
16.056230959028348,0.4565460995935233,0.44385934542696986,0.308092139291673,0.17260644030659483,0.5666554213904158,-0.15478341835565895,-0.039556893178947346,0.28274416472293457,0.1176707132578789,0.13331084278083136,0.6901993181976076,1.4169865542800077,0.13331854344939012,1.3075776261199075,0.12355195665677007,-0.18334356698785426,91.19,9.53,12.81,26.68,50.1,33.92,14.32,44.71,49.33,C3L5,2
10.344399095534447,0.47875099794866305,0.4807041838218179,0.3078632419475915,0.20191064765396421,0.5606699911637916,-0.20484162957121915,-0.13625140437698166,0.31860874636781633,0.07054190038495736,0.12133998232758315,0.677965805401952,1.5064084253718466,0.12134214356051795,1.2763824212543646,0.11303631740954831,-0.1921462502912124,89.33,16.23,13.02,21.25,36.09,24.6,10.25,58.23,64.22,C3L1,2
12.438579224004163,0.47895560968558304,0.4565809203498032,0.33159513516207406,0.17552876486624014,0.5881527255454674,-0.14406006965440565,-0.04586494179514832,0.31396098160519315,0.09818354610080364,0.1763054510909346,0.7162681219857594,1.4247601075515275,0.17630224612784737,1.4276985100415218,0.1440055967895618,-0.16529878403709453,92.23,8.11,9.3,25.82,52.65,41.12,17.51,32.72,37,C2L7,2
19.281871429710144,0.4865702959876518,0.43577759609363276,0.3178898200585936,0.19956967179140303,0.5676358486190585,-0.13745267846768355,0.00828530936440978,0.26805382732951594,0.14532787828006158,0.13527169723811655,0.6809047505412446,1.4986386529605906,0.13527755384411172,1.3143315403388345,0.14502865056537473,-0.1896852573639636,89.91,13.27,14,25.92,41.23,23.56,6.93,58.92,65.45,C2L2,2
17.40616673682498,0.5132178238946187,0.47506471117013216,0.3666947477928378,0.18137851617642078,0.5915478180893947,-0.13135567379439012,0.015174534773130018,0.3070895698000825,0.1457397374974299,0.18309563617878907,0.673339160861183,1.4423451350374026,0.18309770641952985,1.4483317471356925,0.1889643824225251,-0.19506828061336157,88.96,17.17,13.77,18.06,27.42,18.54,7.1,65.16,73.95,C1L5,2
10.094377241554486,0.47582404745435175,0.4816745102751125,0.3244599906634879,0.17762449032644437,0.572509375387652,-0.1850368093651436,-0.1127818143360833,0.3217740214646897,0.07305186190642998,0.1450187507753042,0.6870141391294807,1.4321625787201897,0.14502033592241637,1.3388391395144414,0.15187061271632538,-0.18577081681771498,89.78,14.7,17.28,19.05,36.43,23.77,10.56,59.53,65.55,Dahra,3
15.068035791572518,0.38128037277093524,0.4020852609449313,0.25048258402041285,0.14578112332898252,0.5651777150501519,-0.16942277766391967,-0.0634183149162643,0.2915000487206905,0.10890411376695922,0.13035543010030343,0.7778477938682486,1.3408219143737476,0.13036147592520042,1.29979899006875,0.099162511150263,-0.12477368208169815,91.29,7.63,9.05,23.1,52.78,36.48,16.65,32.09,39.45,C5L2,3
19.843582356680677,0.45677932453538733,0.4126048739757211,0.3049369831557229,0.1774748304077154,0.5690939435684271,-0.12159155018026231,0.032147670013432515,0.25633404052045483,0.1518507568554496,0.1381878871368545,0.7048154825221107,1.4321106242598471,0.13818445564461063,1.3212458030777074,0.13229784919594778,-0.1730958294747151,91.32,8.25,11.72,26.7,49.84,34.36,13.96,44.49,49.85,C5L1,3
10.437427972282324,0.4541247608742612,0.4331315203754547,0.3208069789595971,0.1557591605752825,0.6088600206414362,-0.12601181946723564,-0.036123954545220355,0.3412861853680964,0.09027450600706688,0.21772004128287228,0.8036251404357816,1.3691698250582365,0.2177260650371434,1.5588224744479664,0.16257830404487722,-0.10790237953550251,90.72,9,10.27,22.21,42.26,30.34,11.92,52.21,58.31,C4L8,3
12.654786123027373,0.429444598704703,0.4260464220988012,0.2780838853638193,0.17306407870376828,0.5545676883237882,-0.16625383679267056,-0.08131862436391449,0.27172130575036313,0.0861807217690034,0.10913537664757672,0.7082362192971485,1.4184167308006397,0.10913791546451201,1.2451238231088362,0.09915028678039768,-0.17052288611075014,91.11,9.13,11.8,25.66,50.15,32.55,13.49,41.3,48.39,C4L3,3
10.220144093442567,0.43112453172357995,0.44579396212841954,0.2963641648941802,0.15503351224895226,0.576896056380189,-0.1694408828288986,-0.09670777772765922,0.3188431039679366,0.07546927648512998,0.15379211276037755,0.7428960206655535,1.36672695393265,0.15380019794937586,1.365255889286895,0.1254598682957288,-0.1471944012773815,91.19,13.59,12.1,21.46,44.78,26.09,9.74,55.31,59.64,C3L6,3
13.312647988758586,0.4194477194662054,0.43015797027591396,0.2797881464857911,0.15696818810434598,0.5588285077904331,-0.16846214358657946,-0.07667358563444285,0.282684884117645,0.09256855951876491,0.11765701558086596,0.7111776616019329,1.3725189107834588,0.11766557334806581,1.2685770007555057,0.10401754754523851,-0.168702042573943,91.21,8.2,14.72,27.28,53.47,35.85,15.61,42.8,48,C3L5,3
9.154865352765816,0.512963704604268,0.5090280375830268,0.3220084607544082,0.22971524658950276,0.5572521849763561,-0.22532946202140294,-0.16847684153084175,0.33081198838651904,0.061289418539093775,0.11450436995271272,0.6459827365062768,1.596614922094509,0.11450272552763688,1.2587611129046559,0.09616037906027007,-0.21510636248029308,89.63,15.05,14.76,20.43,40.32,25.24,12.76,49.85,56.01,C3L1,3
9.907716274840656,0.4252274823293455,0.4094229426759844,0.2971020608864442,0.14684951639722701,0.5793496195928953,-0.13033171893470594,-0.05904946972519144,0.2814980884719983,0.0725370213779398,0.15869923918579187,0.7439066569931754,1.3442206689100664,0.15869658802647035,1.3759755093461399,0.1440388385567463,-0.146840422942545,91.68,4.85,8.86,26.04,56.19,40.44,18.74,24.24,29.44,C2L7,3
15.01780560894809,0.4494712211877598,0.42261483494775365,0.2946800544832222,0.17809425295005069,0.559690107005836,-0.14622947163657984,-0.0414721603463598,0.26222843428862214,0.10568989005208469,0.11938021401167172,0.6940984074486438,1.4333405418838965,0.11937952909745778,1.2724958972080707,0.12621455790551334,-0.1805397940209837,89.8,14.05,14.1,24.4,38.7,22.67,6.86,61.15,68.97,C2L2,3
14.561579410640316,0.5102308591430329,0.4897765529785376,0.35397561495411484,0.19115747066715008,0.5822767532886868,-0.16455396692788088,-0.0517156267991915,0.32080386855853404,0.11381713591309127,0.1645535065773732,0.666492910820921,1.4736334786781824,0.16455281387383902,1.3935844159973916,0.1684337794754837,-0.20045240798791988,89.42,15.14,15.18,23.54,33.82,19.33,4.1,58,74.26,C1L5,3
